obj_name,pg,hour,day
32,-9.969688426874194e-9,1,1
29,-9.277582158027924e-9,1,1
1,-9.969686222362016e-9,1,1
2,-9.969686222370562e-9,1,1
41,0.09400000964918145,1,1
27,-9.96969730455125e-9,1,1
42,0.09400000964919246,1,1
33,-9.969696968754667e-9,1,1
28,-9.969697304550807e-9,1,1
26,-9.969697304552114e-9,1,1
10,-9.276633438430292e-9,1,1
24,0.014000009854385334,1,1
25,1.3350000132051902,1,1
23,1.5480000153351872,1,1
49,0.675000006341702,1,1
5,-9.969691705447896e-9,1,1
31,0.9240000098551964,1,1
43,0.09400000964919145,1,1
39,0.260000009645797,1,1
34,-9.969696968756507e-9,1,1
44,0.09400000964921593,1,1
17,0.18000000964749072,1,1
37,1.386000006638732,1,1
47,4.521314986520291,1,1
9,-9.27663338030869e-9,1,1
12,-9.276633685369936e-9,1,1
20,0.06300000964953961,1,1
6,0.8650000098551844,1,1
14,0.04000000964948546,1,1
7,-9.271748092822917e-9,1,1
8,-9.276633215702555e-9,1,1
19,0.050000009649570125,1,1
4,-9.96968622307669e-9,1,1
22,0.676000009855182,1,1
11,-9.276633687414885e-9,1,1
35,-9.96969696875343e-9,1,1
13,-9.276634137856313e-9,1,1
15,0.02400000964948893,1,1
16,0.180000009647483,1,1
40,0.09400000964918274,1,1
46,-9.969695770484725e-9,1,1
21,-9.969694794973251e-9,1,1
38,0.12000000964871868,1,1
45,-9.969694800633883e-9,1,1
36,-9.96969696875334e-9,1,1
48,0.6750000063414324,1,1
18,0.03200000964997459,1,1
30,-9.277582157402602e-9,1,1
3,-9.969686223107918e-9,1,1
32,-9.969688117625119e-9,2,1
29,-9.277399187104313e-9,2,1
1,-9.969685903578033e-9,2,1
2,-9.969685903586586e-9,2,1
41,0.09400000964921978,2,1
27,-9.969696975455472e-9,2,1
42,0.09400000964923078,2,1
33,-9.969696660900797e-9,2,1
28,-9.969696975455035e-9,2,1
26,-9.969696975456342e-9,2,1
10,-9.276454099446951e-9,2,1
24,0.014000009854392531,2,1
25,1.3350000132051967,2,1
23,1.5480000153351936,2,1
49,0.6750000063456959,2,1
5,-9.969691387599173e-9,2,1
31,0.9240000098552034,2,1
43,0.09400000964922976,2,1
39,0.26000000964583536,2,1
34,-9.969696660902643e-9,2,1
44,0.0940000096492542,2,1
17,0.18000000964753626,2,1
37,1.3860000066567615,2,1
47,3.6795689249149883,2,1
9,-9.27645404021616e-9,2,1
12,-9.276454351107004e-9,2,1
20,0.0630000096495779,2,1
6,0.8650000098551915,2,1
14,0.0400000096495328,2,1
7,-9.271549688062317e-9,2,1
8,-9.276453872462556e-9,2,1
19,0.05000000964960881,2,1
4,-9.969685904293302e-9,2,1
22,0.6760000098551885,2,1
11,-9.276454353191446e-9,2,1
35,-9.969696660899556e-9,2,1
13,-9.276454812239364e-9,2,1
15,0.024000009649535952,2,1
16,0.1800000096475286,2,1
40,0.09400000964922108,2,1
46,-9.969695428901331e-9,2,1
21,-9.969694490522753e-9,2,1
38,0.12000000964875694,2,1
45,-9.969694458872748e-9,2,1
36,-9.969696660899477e-9,2,1
48,0.6750000063454306,2,1
18,0.03200000965001252,2,1
30,-9.277399186466603e-9,2,1
3,-9.969685904324553e-9,2,1
32,-9.96968808900242e-9,3,1
29,-9.277395195973369e-9,3,1
1,-9.969685886708862e-9,3,1
2,-9.969685886717418e-9,3,1
41,0.0940000096492226,3,1
27,-9.969696969477646e-9,3,1
42,0.09400000964923359,3,1
33,-9.969696632415274e-9,3,1
28,-9.969696969477203e-9,3,1
26,-9.969696969478516e-9,3,1
10,-9.27644114081684e-9,3,1
24,0.014000009854392736,3,1
25,1.335000013205197,3,1
23,1.5480000153351938,3,1
49,0.6750000063458252,3,1
5,-9.969691370780947e-9,3,1
31,0.9240000098552037,3,1
43,0.09400000964923258,3,1
39,0.2600000096458382,3,1
34,-9.969696632417114e-9,3,1
44,0.094000009649257,3,1
