obj_name,pg,hour,day
32,-9.968365922424115e-9,1,1
29,0.06954984984189419,1,1
1,-9.968365922428464e-9,1,1
2,-9.968365922428464e-9,1,1
41,0.0940000097644061,1,1
27,-9.968365922406033e-9,1,1
42,0.0940000097644061,1,1
33,-9.96836592240688e-9,1,1
28,-9.968365922406033e-9,1,1
26,-9.968365922406033e-9,1,1
10,0.06954977505063127,1,1
24,0.014000009879435069,1,1
25,1.335000013229435,1,1
23,1.548000015359435,1,1
49,0.6750000093977322,1,1
5,-9.968365922417406e-9,1,1
31,0.9240000098794352,1,1
43,0.0940000097644061,1,1
39,0.2600000097626673,1,1
34,-9.96836592240688e-9,1,1
44,0.0940000097644061,1,1
17,0.1800000097635087,1,1
37,1.3860000132050323,1,1
47,5.691500056194686,1,1
9,0.06954977510670451,1,1
12,0.06954977480632285,1,1
20,0.06300000976472882,1,1
6,0.8650000098794351,1,1
14,0.04000000976497173,1,1
7,0.04699937402531035,1,1
8,0.06954977527057103,1,1
19,0.050000009764865766,1,1
4,-9.968365922428464e-9,1,1
22,0.6760000098794351,1,1
11,0.06954977480434724,1,1
35,-9.96836592240688e-9,1,1
13,0.06954977436079048,1,1
15,0.024000009765139156,1,1
16,0.1800000097635087,1,1
40,0.0940000097644061,1,1
46,-9.968365922409219e-9,1,1
21,-9.968365922411335e-9,1,1
38,0.12000000976414069,1,1
45,-9.968365922411176e-9,1,1
36,-9.96836592240688e-9,1,1
48,0.6750000093977322,1,1
18,0.03200000976505066,1,1
30,0.06954984984256185,1,1
3,-9.968365922428464e-9,1,1
32,-9.968369932111832e-9,2,1
29,0.012079373101383045,2,1
1,-9.968369932116228e-9,2,1
2,-9.968369932116228e-9,2,1
41,0.09400000976418346,2,1
27,-9.96836993209393e-9,2,1
42,0.09400000976418346,2,1
33,-9.968369932094602e-9,2,1
28,-9.96836993209393e-9,2,1
26,-9.96836993209393e-9,2,1
10,0.012079321402555278,2,1
24,0.014000009879376791,2,1
25,1.3350000132293767,2,1
23,1.5480000153593767,2,1
49,0.6750000093962751,2,1
5,-9.968369932105173e-9,2,1
31,0.9240000098793769,2,1
43,0.09400000976418346,2,1
39,0.2600000097624413,2,1
34,-9.968369932094602e-9,2,1
44,0.09400000976418346,2,1
17,0.18000000976328434,2,1
37,1.3860000132033088,2,1
47,5.6915000561926,2,1
9,0.012079321412277202,2,1
12,0.012079321361143749,2,1
20,0.06300000976450679,2,1
6,0.8650000098793769,2,1
14,0.04000000976475016,2,1
7,0.012078961520142649,2,1
8,0.012079321439888133,2,1
19,0.050000009764644,2,1
4,-9.968369932116228e-9,2,1
22,0.6760000098793768,2,1
11,0.012079321360818025,2,1
35,-9.968369932094602e-9,2,1
13,0.012079321285298487,2,1
15,0.024000009764917903,2,1
16,0.18000000976328434,2,1
40,0.09400000976418346,2,1
46,-9.968369932096971e-9,2,1
21,-9.968369932098974e-9,2,1
38,0.12000000976391756,2,1
45,-9.968369932098926e-9,2,1
36,-9.968369932094602e-9,2,1
48,0.6750000093962751,2,1
18,0.032000009764829244,2,1
30,0.01207937310148755,2,1
3,-9.968369932116228e-9,2,1
32,-9.968370666401614e-9,3,1
29,0.0015611087676985337,3,1
1,-9.96837066640602e-9,3,1
2,-9.96837066640602e-9,3,1
41,0.09400000976414265,3,1
27,-9.968370666383708e-9,3,1
42,0.09400000976414265,3,1
33,-9.968370666384383e-9,3,1
28,-9.968370666383708e-9,3,1
26,-9.968370666383708e-9,3,1
10,0.0015610601733531341,3,1
24,0.014000009879366112,3,1
25,1.335000013229366,3,1
23,1.548000015359366,3,1
49,0.6750000093960075,3,1
5,-9.968370666394965e-9,3,1
31,0.9240000098793663,3,1
43,0.09400000976414265,3,1
39,0.2600000097623999,3,1
34,-9.968370666384383e-9,3,1
44,0.09400000976414265,3,1
17,0.1800000097632432,3,1
37,1.3860000132029922,3,1
47,5.6915000561922175,3,1
9,0.001561060174204811,3,1
12,0.0015610601692193536,3,1
20,0.06300000976446608,3,1
6,0.8650000098793662,3,1
14,0.040000009764709535,3,1
7,0.0015608006324618398,3,1
8,0.0015610601770222297,3,1
19,0.05000000976460333,3,1
4,-9.96837066640602e-9,3,1
22,0.6760000098793661,3,1
11,0.0015610601691908323,3,1
35,-9.968370666384383e-9,3,1
13,0.0015610601618541906,3,1
15,0.024000009764877334,3,1
16,0.1800000097632432,3,1
40,0.09400000976414265,3,1
46,-9.968370666386733e-9,3,1
21,-9.968370666388754e-9,3,1
38,0.12000000976387663,3,1
45,-9.968370666388688e-9,3,1
36,-9.968370666384383e-9,3,1
48,0.6750000093960075,3,1
18,0.032000009764788645,3,1
30,0.0015611087677210168,3,1
3,-9.96837066640602e-9,3,1
32,-9.969696752551352e-9,4,1
29,-9.277161220366303e-9,4,1
1,-9.969696752555392e-9,4,1
2,-9.969696752555392e-9,4,1
41,0.09400000964989773,4,1
27,-9.969696752534901e-9,4,1
42,0.09400000964989773,4,1
33,-9.969696752535535e-9,4,1
28,-9.969696752534901e-9,4,1
26,-9.969696752534901e-9,4,1
10,-9.277161222135028e-9,4,1
24,0.014000009855198422,4,1
25,1.3350000132051985,4,1
23,1.5480000153351985,4,1
49,0.6750000063249727,4,1
5,-9.969696752545246e-9,4,1
31,0.9240000098551985,4,1
43,0.09400000964989773,4,1
39,0.26000000964604403,4,1
34,-9.969696752535535e-9,4,1
44,0.09400000964989773,4,1
17,0.18000000964791227,4,1
37,1.3860000066402653,4,1
47,5.684900824653702,4,1
9,-9.277161222135028e-9,4,1
12,-9.277161222135028e-9,4,1
20,0.06300000965060992,4,1
6,0.8650000098551984,4,1
14,0.040000009651145356,4,1
7,-9.277161231380001e-9,4,1
8,-9.277161222135028e-9,4,1
19,0.05000000965091184,4,1
4,-9.969696752555392e-9,4,1
22,0.6760000098551984,4,1
11,-9.277161222135028e-9,4,1
35,-9.969696752535535e-9,4,1
13,-9.277161222135028e-9,4,1
15,0.024000009651514095,4,1
16,0.18000000964791227,4,1
40,0.09400000964989773,4,1
46,-9.969696752537702e-9,4,1
21,-9.969696752539543e-9,4,1
38,0.1200000096493113,4,1
45,-9.969696752539497e-9,4,1
36,-9.969696752535535e-9,4,1
48,0.6750000063249727,4,1
18,0.032000009651319224,4,1
30,-9.277161220366303e-9,4,1
3,-9.969696752555392e-9,4,1
32,-9.96969675269764e-9,5,1
29,-9.277161303623077e-9,5,1
1,-9.969696752701682e-9,5,1
2,-9.969696752701682e-9,5,1
41,0.09400000964989771,5,1
27,-9.969696752681238e-9,5,1
42,0.09400000964989771,5,1
33,-9.969696752681825e-9,5,1
28,-9.969696752681238e-9,5,1
26,-9.969696752681238e-9,5,1
10,-9.27716130538892e-9,5,1
24,0.014000009855198418,5,1
25,1.3350000132051985,5,1
23,1.5480000153351985,5,1
49,0.6750000063249706,5,1
5,-9.969696752691536e-9,5,1
31,0.9240000098551985,5,1
43,0.09400000964989771,5,1
39,0.260000009646044,5,1
34,-9.969696752681825e-9,5,1
44,0.09400000964989771,5,1
17,0.18000000964791224,5,1
37,1.3860000066402571,5,1
47,4.760392354163754,5,1
9,-9.27716130538892e-9,5,1
12,-9.27716130538892e-9,5,1
20,0.0630000096506099,5,1
6,0.8650000098551984,5,1
14,0.040000009651145335,5,1
7,-9.277161314634444e-9,5,1
8,-9.27716130538892e-9,5,1
19,0.05000000965091182,5,1
4,-9.969696752701682e-9,5,1
22,0.6760000098551984,5,1
11,-9.27716130538892e-9,5,1
35,-9.969696752681825e-9,5,1
13,-9.27716130538892e-9,5,1
15,0.024000009651514078,5,1
16,0.18000000964791224,5,1
40,0.09400000964989771,5,1
46,-9.969696752684043e-9,5,1
21,-9.969696752685838e-9,5,1
38,0.12000000964931129,5,1
45,-9.969696752685838e-9,5,1
36,-9.969696752681825e-9,5,1
48,0.6750000063249706,5,1
18,0.0320000096513192,5,1
30,-9.277161303623077e-9,5,1
3,-9.969696752701682e-9,5,1
32,-9.969696752693817e-9,6,1
29,-9.277161301433907e-9,6,1
1,-9.969696752697794e-9,6,1
2,-9.969696752697794e-9,6,1
41,0.09400000964989771,6,1
27,-9.969696752677385e-9,6,1
42,0.09400000964989771,6,1
33,-9.969696752678002e-9,6,1
28,-9.969696752677385e-9,6,1
26,-9.969696752677385e-9,6,1
10,-9.277161303210555e-9,6,1
24,0.014000009855198418,6,1
25,1.3350000132051985,6,1
23,1.5480000153351985,6,1
49,0.6750000063249706,6,1
5,-9.969696752687648e-9,6,1
31,0.9240000098551985,6,1
43,0.09400000964989771,6,1
39,0.260000009646044,6,1
34,-9.969696752678002e-9,6,1
44,0.09400000964989771,6,1
17,0.18000000964791224,6,1
37,1.3860000066402574,6,1
47,4.764673251265951,6,1
9,-9.277161303210555e-9,6,1
12,-9.277161303210555e-9,6,1
20,0.0630000096506099,6,1
6,0.8650000098551984,6,1
14,0.040000009651145335,6,1
7,-9.277161312456079e-9,6,1
8,-9.277161303210555e-9,6,1
19,0.05000000965091182,6,1
4,-9.969696752697794e-9,6,1
22,0.6760000098551984,6,1
11,-9.277161303210555e-9,6,1
35,-9.969696752678002e-9,6,1
13,-9.277161303210555e-9,6,1
15,0.024000009651514078,6,1
16,0.18000000964791224,6,1
40,0.09400000964989771,6,1
46,-9.969696752680217e-9,6,1
21,-9.969696752682002e-9,6,1
38,0.12000000964931129,6,1
45,-9.969696752682012e-9,6,1
36,-9.969696752678002e-9,6,1
48,0.6750000063249706,6,1
18,0.03200000965131921,6,1
30,-9.277161301433907e-9,6,1
3,-9.969696752697794e-9,6,1
32,-9.969696752693339e-9,7,1
29,-9.27716130114337e-9,7,1
1,-9.969696752697397e-9,7,1
2,-9.969696752697397e-9,7,1
41,0.09400000964989771,7,1
27,-9.969696752676873e-9,7,1
42,0.09400000964989771,7,1
33,-9.969696752677523e-9,7,1
28,-9.969696752676873e-9,7,1
26,-9.969696752676873e-9,7,1
10,-9.277161302933136e-9,7,1
24,0.014000009855198418,7,1
25,1.3350000132051985,7,1
23,1.5480000153351985,7,1
49,0.6750000063249706,7,1
5,-9.96969675268725e-9,7,1
31,0.9240000098551985,7,1
43,0.09400000964989771,7,1
39,0.260000009646044,7,1
34,-9.969696752677523e-9,7,1
44,0.09400000964989771,7,1
17,0.18000000964791224,7,1
37,1.3860000066402574,7,1
47,4.7857402238134386,7,1
9,-9.277161302933136e-9,7,1
12,-9.277161302933136e-9,7,1
20,0.0630000096506099,7,1
6,0.8650000098551984,7,1
14,0.040000009651145335,7,1
7,-9.27716131217866e-9,7,1
8,-9.277161302933136e-9,7,1
19,0.05000000965091182,7,1
4,-9.969696752697397e-9,7,1
22,0.6760000098551984,7,1
11,-9.277161302933136e-9,7,1
35,-9.969696752677523e-9,7,1
13,-9.277161302933136e-9,7,1
15,0.024000009651514078,7,1
16,0.18000000964791224,7,1
40,0.09400000964989771,7,1
46,-9.969696752679737e-9,7,1
21,-9.969696752681535e-9,7,1
38,0.12000000964931129,7,1
45,-9.969696752681532e-9,7,1
36,-9.969696752677523e-9,7,1
48,0.6750000063249706,7,1
18,0.03200000965131921,7,1
30,-9.27716130114337e-9,7,1
3,-9.969696752697397e-9,7,1
32,-9.969696752694608e-9,8,1
29,-9.277161301864506e-9,8,1
1,-9.969696752698587e-9,8,1
2,-9.969696752698587e-9,8,1
41,0.09400000964989771,8,1
27,-9.969696752678146e-9,8,1
42,0.09400000964989771,8,1
33,-9.96969675267879e-9,8,1
28,-9.969696752678146e-9,8,1
26,-9.969696752678146e-9,8,1
10,-9.277161303631132e-9,8,1
24,0.014000009855198418,8,1
25,1.3350000132051985,8,1
23,1.5480000153351985,8,1
49,0.6750000063249706,8,1
5,-9.96969675268844e-9,8,1
31,0.9240000098551985,8,1
43,0.09400000964989771,8,1
39,0.260000009646044,8,1
34,-9.96969675267879e-9,8,1
44,0.09400000964989771,8,1
17,0.18000000964791224,8,1
37,1.3860000066402571,8,1
47,4.521154565880073,8,1
9,-9.277161303631132e-9,8,1
12,-9.277161303631132e-9,8,1
20,0.0630000096506099,8,1
6,0.8650000098551984,8,1
14,0.040000009651145335,8,1
7,-9.277161312876656e-9,8,1
8,-9.277161303631132e-9,8,1
19,0.05000000965091182,8,1
4,-9.969696752698587e-9,8,1
22,0.6760000098551984,8,1
11,-9.277161303631132e-9,8,1
35,-9.96969675267879e-9,8,1
13,-9.277161303631132e-9,8,1
15,0.024000009651514078,8,1
16,0.18000000964791224,8,1
40,0.09400000964989771,8,1
46,-9.969696752681026e-9,8,1
21,-9.96969675268277e-9,8,1
38,0.12000000964931129,8,1
45,-9.969696752682822e-9,8,1
36,-9.96969675267879e-9,8,1
48,0.6750000063249706,8,1
18,0.03200000965131921,8,1
30,-9.277161301864506e-9,8,1
3,-9.969696752698587e-9,8,1
32,-9.969696752693457e-9,9,1
29,-9.27716130120529e-9,9,1
1,-9.969696752697477e-9,9,1
2,-9.969696752697477e-9,9,1
41,0.09400000964989771,9,1
27,-9.969696752676984e-9,9,1
42,0.09400000964989771,9,1
33,-9.96969675267764e-9,9,1
28,-9.969696752676984e-9,9,1
26,-9.969696752676984e-9,9,1
10,-9.277161302988178e-9,9,1
24,0.014000009855198418,9,1
25,1.3350000132051985,9,1
23,1.5480000153351985,9,1
49,0.6750000063249706,9,1
5,-9.96969675268733e-9,9,1
31,0.9240000098551985,9,1
43,0.09400000964989771,9,1
39,0.260000009646044,9,1
34,-9.96969675267764e-9,9,1
44,0.09400000964989771,9,1
17,0.18000000964791224,9,1
37,1.3860000066402574,9,1
47,4.595188744495617,9,1
9,-9.277161302988178e-9,9,1
12,-9.277161302988178e-9,9,1
20,0.0630000096506099,9,1
6,0.8650000098551984,9,1
14,0.040000009651145335,9,1
7,-9.277161312233701e-9,9,1
8,-9.277161302988178e-9,9,1
19,0.05000000965091182,9,1
4,-9.969696752697477e-9,9,1
22,0.6760000098551984,9,1
11,-9.277161302988178e-9,9,1
35,-9.96969675267764e-9,9,1
13,-9.277161302988178e-9,9,1
15,0.024000009651514078,9,1
16,0.18000000964791224,9,1
40,0.09400000964989771,9,1
46,-9.969696752679856e-9,9,1
21,-9.969696752681635e-9,9,1
38,0.12000000964931129,9,1
45,-9.969696752681651e-9,9,1
36,-9.96969675267764e-9,9,1
48,0.6750000063249706,9,1
18,0.03200000965131921,9,1
30,-9.27716130120529e-9,9,1
3,-9.969696752697477e-9,9,1
32,-9.969696752694706e-9,10,1
29,-9.277161301942236e-9,10,1
1,-9.969696752698727e-9,10,1
2,-9.969696752698727e-9,10,1
41,0.09400000964989771,10,1
27,-9.969696752678288e-9,10,1
42,0.09400000964989771,10,1
33,-9.96969675267889e-9,10,1
28,-9.969696752678288e-9,10,1
26,-9.969696752678288e-9,10,1
10,-9.277161303710009e-9,10,1
24,0.014000009855198418,10,1
25,1.3350000132051985,10,1
23,1.5480000153351985,10,1
49,0.6750000063249706,10,1
5,-9.969696752688581e-9,10,1
31,0.9240000098551985,10,1
43,0.09400000964989771,10,1
39,0.260000009646044,10,1
34,-9.96969675267889e-9,10,1
44,0.09400000964989771,10,1
17,0.18000000964791224,10,1
37,1.3860000066402571,10,1
47,4.295455236400096,10,1
9,-9.277161303710009e-9,10,1
12,-9.277161303710009e-9,10,1
20,0.0630000096506099,10,1
6,0.8650000098551984,10,1
14,0.040000009651145335,10,1
7,-9.277161312955532e-9,10,1
